msoa,imd,ptal,density,density_source,imd_norm,density_norm,ptal_norm
E02000237,13.0,2.568224,1535.7,direct,0.19281785829828535,0.05232679000980014,0.01528442759634725
E02000238,18.619999999999997,6.46949,7024.2,direct,0.3140299795104065,0.2851754903250166,0.05715559294718019
E02000239,12.78,6.044556,3839.5,direct,0.18807289981667205,0.15006512211988407,0.05259489860406417
E02000240,30.05,7.406793333333333,6489.3,direct,0.5605521406233152,0.2624824467250149,0.06721539990571283
E02000241,20.175,9.5841225,5667.1,direct,0.3475682087781733,0.22760074837406824,0.09058404730393978
E02000242,15.125,3.9422775000000003,7749.0,direct,0.23864984363205005,0.3159250098637738,0.030031748414612588
E02000243,24.240000000000002,8.687678,3064.3,direct,0.43524210072252784,0.11717739095757092,0.08096276644604783
E02000244,17.125,7.8221225,4390.6,direct,0.28178582982853445,0.17344544802745734,0.07167300833654623
E02000245,38.04,5.72299,5622.8,direct,0.7328804054782703,0.2257213282366966,0.0491436232598026
E02000246,30.48,5.188604,4598.5,direct,0.5698263776555592,0.18226557097462567,0.043408212096562204
E02000247,27.883333333333336,6.915808333333334,7978.7,direct,0.513821488910457,0.32566999418779774,0.06194579918641334
E02000248,18.9,11.222552499999999,4468.2,direct,0.3200690175779144,0.17673761513039268,0.10816884501980052
E02000249,24.549999999999997,9.7905075,6553.5,direct,0.4419281785829828,0.2652061210550207,0.09279911811965234
E02000250,8.05,5.900915,6499.2,direct,0.08605629246198643,0.26290245257964195,0.051053241085156464
E02000251,17.380000000000003,7.599266,8795.9,direct,0.2872856680685863,0.3603395683697409,0.06928115365116772
E02000252,29.7,13.7135,3828.6,direct,0.5530033430389303,0.1496026914314563,0.13490346774297396
E02000253,33.949999999999996,8.407383333333334,8945.8,direct,0.6446673137064596,0.3666990509564678,0.07795444444622608
E02000254,22.619999999999997,6.103744,8846.3,direct,0.4003019519033753,0.36247777999329683,0.05323014637614253
E02000255,21.416666666666668,8.298515,6369.6,direct,0.3743484668751574,0.2574041941190695,0.07678599195247927
E02000256,13.219999999999999,15.843396000000002,8376.4,direct,0.19756281677989862,0.3425423505903415,0.15776302861272182
E02000257,15.625,19.7607475,7330.200000000001,msoa11_msoa21_bridge,0.24943384018117115,0.298157489468035,0.19980683500629595
E02000258,18.425,7.3153999999999995,6683.1,direct,0.3098242208562494,0.27070437951559323,0.06623450155836513
E02000259,15.0,7.521435,5151.4,direct,0.23595384449476978,0.20572226158304022,0.0684458159247936
E02000260,26.139999999999997,12.970607999999999,9057.2,direct,0.47622128760918797,0.37142517744186737,0.12693022168135934
E02000261,23.216666666666665,11.661383333333333,9698.7,direct,0.41317085445199325,0.3986407083250252,0.1128786900761345
E02000262,25.639999999999997,11.385446,13214.6,direct,0.46543729106006687,0.5478021814849541,0.10991713408111445
E02000263,29.933333333333334,8.1896,11096.2,direct,0.5580358747618535,0.4579294135615224,0.07561703859882794
E02000264,18.06,16.008159999999997,5912.2,direct,0.3019519033753909,0.23799907513862312,0.15953139321228113
E02000265,26.599999999999998,13.868761666666666,11080.2,direct,0.4861425644343794,0.45725061622071095,0.13656984653325535
E02000266,37.34285714285714,4.804304285714286,3390.4,direct,0.7178444331469243,0.1310121292599836,0.03928363384910741
E02000267,18.65,10.851917499999999,10814.8,direct,0.3146770193033538,0.44599106533000155,0.1041909262186201
E02000268,21.0,7.747176666666667,6975.3,direct,0.365361803084223,0.28310091595216175,0.07086863627377073
E02000269,10.64,12.149802,9226.2,direct,0.14191739458643374,0.378594974354188,0.11812074707825466
E02000270,36.32,14.41258,12064.5,direct,0.6957834573492937,0.4990093801307533,0.14240649221591692
E02000271,9.55,9.800442499999999,9295.2,direct,0.11840828210934974,0.3815222878864372,0.09290574761575963
